tweet_id,favorite_count,retweet_count
671159727754231808,325,72
671163268581498880,1504,1002
671166507850801152,801,312
671182547775299584,1017,303
671186162933985280,662,190
671347597085433856,873,384
671355857343524864,445,110
671357843010908160,366,141
671362598324076544,1023,271
671390180817915904,1316,677
671485057807351808,701,212
671486386088865792,527,180
671488513339211776,920,435
671497587707535361,852,412
671504605491109889,6447,3254
671511350426865664,1466,635
671518598289059840,864,269
671520732782923777,1275,481
671528761649688577,772,233
671533943490011136,929,523
671536543010570240,1082,369
671538301157904385,856,349
671542985629241344,997,510
671544874165002241,1796,937
671547767500775424,1244,530
671561002136281088,11766,6567
671729906628341761,7800,3948
671735591348891648,1329,682
671743150407421952,694,214
671744970634719232,1249,697
671763349865160704,1541,816
671768281401958400,1095,450
671789708968640512,6529,3135
671855973984772097,827,393
671866342182637568,1038,442
671874878652489728,1150,502
671879137494245376,1299,604
671882082306625538,3218,1264
671891728106971137,1209,511
671896809300709376,7834,3798
672068090318987265,1183,465
672082170312290304,866,333
672095186491711488,914,337
672125275208069120,2190,1035
672139350159835138,1601,630
672160042234327040,804,320
672169685991993344,939,333
672205392827572224,2065,1039
672222792075620352,723,190
672231046314901505,1676,917
672239279297454080,831,292
672245253877968896,625,142
672248013293752320,1593,542
672254177670729728,1318,679
672256522047614977,2601,1384
672264251789176834,1040,306
672267570918129665,1360,558
672272411274932228,5925,3063
672466075045466113,1241,476
672475084225949696,1335,639
672481316919734272,666,119
672482722825261057,1031,543
672488522314567680,1030,397
672523490734551040,575,152
672538107540070400,936,330
672591271085670400,663,172
672591762242805761,874,303
672594978741354496,1223,555
672604026190569472,1013,360
672609152938721280,1011,352
672614745925664768,1120,530
672622327801233409,1187,438
672640509974827008,906,287
672828477930868736,1144,441
672834301050937345,1204,521
672877615439593473,945,323
672884426393653248,1421,766
672898206762672129,832,381
672902681409806336,1273,447
672964561327235073,1301,584
672968025906282496,1225,494
672970152493887488,874,324
672975131468300288,1547,817
672980819271634944,1677,923
672984142909456390,1161,499
672988786805112832,906,264
672995267319328768,874,267
672997845381865473,1821,646
673148804208660480,1553,569
673213039743795200,2049,761
673240798075449344,1315,641
673270968295534593,989,327
673295268553605120,6951,2869
673317986296586240,817,227
673320132811366400,12392,7130
673342308415348736,1180,517
673343217010679808,895,245
673345638550134785,2311,1152
673350198937153538,705,193
673352124999274496,1543,488
673355879178194945,1392,519
673359818736984064,1334,613
673363615379013632,957,276
673576835670777856,1276,510
673580926094458881,770,251
673583129559498752,1106,326
673612854080196609,1477,654
673636718965334016,1025,331
673656262056419329,672,212
673662677122719744,1161,339
673680198160809984,1266,426
673686845050527744,1329,394
673688752737402881,1167,451
673689733134946305,1608,593
673697980713705472,3646,1763
673700254269775872,1328,519
673705679337693185,1165,371
673707060090052608,1024,358
673708611235921920,990,262
673709992831262724,777,242
673711475735838725,963,274
673715861853720576,3258,1876
673887867907739649,872,232
673906403526995968,2945,1502
673919437611909120,1089,339
673956914389192708,1812,875
674008982932058114,1115,321
674014384960745472,1445,586
674019345211760640,1050,277
674024893172875264,1640,1120
674036086168010753,789,186
674038233588723717,1019,384
674042553264685056,664,116
674045139690631169,1305,586
674051556661161984,1341,451
674053186244734976,3053,1183
674063288070742018,5904,1983
674075285688614912,919,260
674082852460433408,708,151
674255168825880576,1346,492
674262580978937856,1219,412
674265582246694913,1511,768
674269164442398721,846,210
674271431610523648,1443,669
674291837063053312,13620,5343
674318007229923329,1301,471
674372068062928900,790,288
674394782723014656,1391,518
674410619106390016,1111,420
674416750885273600,636,125
674422304705744896,1331,492
674436901579923456,1026,357
674447403907457024,982,325
674468880899788800,5767,1859
674632714662858753,1385,524
674638615994089473,1557,537
674644256330530816,961,254
674646392044941312,1322,443
674664755118911488,842,218
674670581682434048,1499,594
674690135443775488,1059,433
674737130913071104,599,81
674739953134403584,1009,349
674743008475090944,1295,497
674752233200820224,1355,420
674754018082705410,1262,402
674764817387900928,725,210
674767892831932416,1681,717
674774481756377088,1016,431
674781762103414784,1856,1091
674788554665512960,743,189
674790488185167872,1023,228
674793399141146624,2309,999
674800520222154752,2781,783
674805413498527744,790,330
674999807681908736,2072,1011
675003128568291329,1439,428
675006312288268288,902,207
675015141583413248,2504,1089
675047298674663426,976,291
675109292475830276,2600,1035
675111688094527488,888,224
675113801096802304,1803,716
675135153782571009,1208,430
675145476954566656,1980,820
675146535592706048,1094,266
675147105808306176,869,212
675149409102012420,3457,1563
675153376133427200,5787,2354
675166823650848770,3291,1441
675334060156301312,2577,1188
675349384339542016,3652,2087
675354435921575936,30283,15415
675362609739206656,982,205
675372240448454658,1571,479
675432746517426176,1407,529
675483430902214656,1713,894
675489971617296384,1194,548
675497103322386432,2919,1186
675501075957489664,16024,5411
675517828909424640,1203,430
675522403582218240,969,261
675531475945709568,1105,351
675534494439489536,1720,376
675706639471788032,605,87
675707330206547968,1841,629
675710890956750848,1751,758
675740360753160193,1100,311
675781562965868544,1503,430
675798442703122432,9605,3164
675820929667219457,982,221
675822767435051008,1420,497
675845657354215424,2120,807
675853064436391936,2515,1185
675870721063669760,1522,521
675878199931371520,3895,1300
675888385639251968,2207,874
675891555769696257,1987,788
675898130735476737,1505,524
676089483918516224,1229,406
676098748976615425,2785,1303
676101918813499392,2655,1085
676146341966438401,1806,618
676191832485810177,2121,957
676215927814406144,1626,532
676219687039057920,71675,28713
676237365392908289,1129,259
676263575653122048,1961,504
676430933382295552,1309,316
676440007570247681,1614,615
676470639084101634,10903,4345
676496375194980353,1430,495
676533798876651520,1758,514
676575501977128964,2410,1037
676582956622721024,1112,253
676588346097852417,2157,726
676603393314578432,1087,355
676606785097199616,1791,405
676613908052996102,1022,184
676617503762681856,2708,886
676776431406465024,4687,1880
676811746707918848,1350,399
676819651066732545,1710,615
676821958043033607,21444,14355
676864501615042560,1964,653
676897532954456065,2109,675
676936541936185344,11974,4601
676942428000112642,1944,694
676946864479084545,1628,340
676948236477857792,2024,802
676949632774234114,1230,367
676957860086095872,2096,755
676975532580409345,2607,990
677187300187611136,2564,846
677228873407442944,3335,1519
677269281705472000,1856,657
677301033169788928,1155,369
677314812125323265,1554,491
677328882937298944,3447,1408
677331501395156992,1026,217
677334615166730240,1268,262
677530072887205888,999,212
677547928504967168,6514,3429
677557565589463040,2301,1071
677565715327688705,1229,427
677573743309385728,2000,640
677644091929329666,1755,754
677662372920729601,1836,884
677673981332312066,3140,1397
677687604918272002,2349,788
677698403548192770,1159,298
677700003327029250,3200,1341
677716515794329600,2868,910
677895101218201600,4537,1924
677918531514703872,1257,382
678021115718029313,12809,5868
678255464182861824,1499,344
678278586130948096,10782,5702
678334497360859136,1223,231
678341075375947776,1630,500
678380236862578688,2297,844
678389028614488064,1759,392
678396796259975168,1502,391
678399652199309312,75746,29649
678410210315247616,3969,1677
678424312106393600,5158,2377
678446151570427904,3779,1437
678643457146150913,1937,375
678675843183484930,2691,1365
678740035362037760,3527,1554
678755239630127104,6695,3050
678764513869611008,1536,435
678767140346941444,3328,1268
678774928607469569,2657,846
678798276842360832,3258,1082
678800283649069056,2429,844
678969228704284672,1552,424
678991772295516161,2148,1077
679047485189439488,2127,613
679062614270468097,16016,7513
679111216690831360,5622,2425
679132435750195208,2814,1080
679148763231985668,2642,965
679158373988876288,20075,7529
679462823135686656,29818,17604
679475951516934144,1992,603
679503373272485890,3007,1372
679511351870550016,3185,1179
679527802031484928,2500,682
679530280114372609,4520,1957
679722016581222400,1584,442
679729593985699840,2060,780
679736210798047232,1985,743
679777920601223168,2953,1031
679828447187857408,34328,13130
679844490799091713,2259,711
679854723806179328,2713,1155
679862121895714818,2334,579
679877062409191424,1880,606
680070545539371008,2462,807
680085611152338944,12180,8476
680100725817409536,3423,1296
680115823365742593,2581,857
680130881361686529,2184,886
680145970311643136,3440,1637
680161097740095489,2219,695
680176173301628928,3693,1453
680191257256136705,2049,471
680206703334408192,2695,1097
680221482581123072,1417,279
680440374763077632,1380,470
680473011644985345,2415,708
680494726643068929,1631,456
680497766108381184,4018,1799
680583894916304897,3440,1246
680609293079592961,2501,652
680798457301471234,2698,970
680801747103793152,2261,770
680836378243002368,3289,1248
680889648562991104,1679,346
680913438424612864,2294,581
680934982542561280,1989,408
680940246314430465,3033,973
680959110691590145,4368,1880
680970795137544192,2291,614
681193455364796417,3519,1389
681231109724700672,2301,459
681242418453299201,1411,493
681261549936340994,1385,251
681281657291280384,3071,1033
681297372102656000,3061,892
681302363064414209,3733,1711
681320187870711809,2516,697
681339448655802368,8841,3844
681523177663676416,13564,5405
681579835668455424,3366,1223
681610798867845120,1803,440
681654059175129088,2499,852
681679526984871937,1684,415
681694085539872773,12196,3824
681891461017812993,2351,770
681981167097122816,2668,969
682003177596559360,2963,1424
682032003584274432,6245,1875
682047327939461121,3044,880
682059653698686977,4691,1584
682242692827447297,3076,1080
682259524040966145,3940,1121
682303737705140231,2917,918
682389078323662849,1592,444
682393905736888321,2136,624
682406705142087680,7205,1653
682429480204398592,3273,1084
682638830361513985,1970,561
682662431982772225,2907,1023
682697186228989953,1255,342
682750546109968385,1444,410
682788441537560576,2362,1051
682962037429899265,34934,15449
683030066213818368,2061,702
683078886620553216,1904,537
683098815881154561,2073,616
683111407806746624,3241,858
683142553609318400,2735,985
683357973142474752,2758,859
683391852557561860,7283,2261
683449695444799489,3684,1510
683462770029932544,2312,640
683481228088049664,2548,947
683498322573824003,3022,918
683742671509258241,6148,3131
683773439333797890,3192,1267
683828599284170753,2678,1002
683834909291606017,2508,1061
683849932751646720,2486,896
683852578183077888,1855,329
683857920510050305,3633,1058
684097758874210310,3928,1350
684122891630342144,1909,444
684177701129875456,1920,622
684188786104872960,3334,1094
684195085588783105,1817,477
684200372118904832,2048,985
684222868335505415,3646,1284
684225744407494656,1186,194
684241637099323392,7729,3083
684460069371654144,1882,526
684481074559381504,3697,1112
684538444857667585,2519,893
684567543613382656,2860,1140
684594889858887680,8480,3299
684800227459624960,2597,941
684880619965411328,1996,759
684902183876321280,1785,496
684914660081053696,3343,1374
684926975086034944,3338,442
684940049151070208,3052,981
684959798585110529,6471,2943
685169283572338688,3922,1342
685198997565345792,2227,626
685268753634967552,2953,1127
685307451701334016,1982,414
685315239903100929,3134,980
685321586178670592,2521,594
685325112850124800,8989,3730
685532292383666176,2894,1090
685547936038666240,31370,14677
685641971164143616,2777,723
685663452032069632,3066,1382
685667379192414208,2244,530
685906723014619143,7122,2691
685943807276412928,1549,555
685973236358713344,2003,490
686003207160610816,1747,582
686007916130873345,2361,382
686034024800862208,2942,1077
686050296934563840,2120,690
686358356425093120,2074,622
686377065986265092,2116,533
686386521809772549,3107,832
686606069955735556,1804,511
686618349602762752,3530,1285
686683045143953408,2699,761
686730991906516992,3940,1136
686749460672679938,3315,1366
686947101016735744,8235,3009
687096057537363968,2135,573
687102708889812993,2235,909
687109925361856513,5542,2321
687124485711986689,2092,477
687127927494963200,5169,2129
687312378585812992,4158,1791
687317306314240000,19209,8661
687460506001633280,1966,510
687476254459715584,1887,502
687480748861947905,1528,226
687494652870668288,1816,546
687664829264453632,1847,484
687704180304273409,2318,793
687807801670897665,2269,678
687818504314159109,2373,901
687826841265172480,2617,1055
688064179421470721,1653,339
688116655151435777,2690,730
688179443353796608,2040,551
688211956440801280,2146,784
688385280030670848,8825,4221
688519176466644993,2220,687
688547210804498433,2468,660
688789766343622656,2118,628
688804835492233216,915,179
688828561667567616,1316,344
688894073864884227,2144,648
688898160958271489,1999,738
688908934925697024,2004,724
688916208532455424,2586,811
689143371370250240,1931,472
689154315265683456,2943,940
689275259254616065,1093,234
689280876073582592,1884,666
689283819090870273,3111,1040
689289219123089408,2146,881
689517482558820352,3243,1347
689557536375177216,1960,428
689599056876867584,11114,5207
689623661272240129,2119,607
689659372465688576,9871,3633
689661964914655233,3090,888
689835978131935233,2076,712
689877686181715968,2894,1100
689905486972461056,2339,654
689977555533848577,1308,425
689999384604450816,1352,345
690005060500217858,3503,1598
690015576308211712,2374,692
690021994562220032,2669,971
690248561355657216,1602,393
690360449368465409,2528,832
690374419777196032,3097,799
690400367696297985,1806,426
690597161306841088,1856,574
690649993829576704,1241,259
690690673629138944,2223,777
690728923253055490,2073,489
690735892932222976,3607,1202
690932576555528194,3130,953
690938899477221376,3893,1829
690959652130045952,3409,1159
691090071332753408,1650,318
691096613310316544,2847,833
691321916024623104,2462,624
691416866452082688,18441,7200
691444869282295808,2508,792
691459709405118465,3856,1071
691483041324204033,2283,526
691675652215414786,1859,476
691756958957883396,2695,928
691820333922455552,3784,1552
692017291282812928,2755,899
692142790915014657,1564,366
692158366030913536,2042,748
692187005137076224,2413,774
692417313023332352,8920,3260
692530551048294401,1756,387
692535307825213440,3002,1282
692568918515392513,4151,1459
692752401762250755,6497,3436
692828166163931137,2743,837
692894228850999298,2156,744
692901601640583168,1671,570
692905862751522816,2314,824
692919143163629568,2559,718
693095443459342336,1776,428
693109034023534592,1628,574
693155686491000832,7518,3018
693231807727280129,2746,698
693262851218264065,2098,466
693280720173801472,3195,1175
693486665285931008,1690,596
693590843962331137,4814,1847
693622659251335168,1464,354
693629975228977152,2337,750
693642232151285760,2431,394
693647888581312512,2559,551
693942351086120961,1668,345
694001791655137281,3247,967
694183373896572928,2805,878
694206574471057408,3960,1924
694329668942569472,1901,473
694352839993344000,1939,571
694356675654983680,1432,269
694669722378485760,34113,13530
694905863685980160,2626,879
695051054296211456,2521,749
695064344191721472,1523,551
695074328191332352,2697,1033
695095422348574720,2528,580
695314793360662529,3445,1358
695409464418041856,8270,3385
695446424020918272,4210,1718
695629776980148225,4344,1969
695767669421768709,1767,696
695794761660297217,3019,731
695816827381944320,2869,1082
696405997980676096,3052,1092
696488710901260288,2392,967
696713835009417216,2257,613
696754882863349760,1411,338
696877980375769088,2337,669
696886256886657024,4613,1693
696894894812565505,2235,645
696900204696625153,3019,974
697242256848379904,2418,639
697255105972801536,2926,1095
697259378236399616,3139,944
697270446429966336,4497,1776
697463031882764288,3265,1324
697482927769255936,2317,632
697575480820686848,1947,480
697596423848730625,2871,1189
697616773278015490,2986,952
697881462549430272,2876,1097
697943111201378304,2276,641
697990423684476929,3124,1216
697995514407682048,1451,320
698178924120031232,2685,700
698195409219559425,16001,5635
698262614669991936,4554,1879
698342080612007937,2150,912
698355670425473025,1760,418
698549713696649216,2217,587
698635131305795584,1235,324
698703483621523456,1377,352
698710712454139905,2355,642
698907974262222848,2405,583
698953797952008193,2555,858
698989035503689728,3178,917
699036661657767936,2489,1137
699072405256409088,2816,1123
699079609774645248,2336,610
699088579889332224,2153,590
699323444782047232,3000,817
699370870310113280,1803,411
699413908797464576,1986,594
699423671849451520,1296,305
699434518667751424,2076,487
699446877801091073,5686,2485
699691744225525762,9774,4335
699775878809702401,1868,572
699779630832685056,2596,1165
699788877217865730,2133,485
699801817392291840,2885,893
700002074055016451,3148,1262
700029284593901568,1980,548
700062718104104960,2519,646
700143752053182464,7172,2555
700151421916807169,2140,639
700167517596164096,2505,686
700462010979500032,3924,1688
700505138482569216,2179,544
700518061187723268,2487,752
700747788515020802,21698,8762
700796979434098688,2325,890
700847567345688576,2346,473
700864154249383937,2477,591
700890391244103680,2120,535
701214700881756160,11633,4817
701545186879471618,2541,577
701570477911896070,2684,877
701601587219795968,2000,429
701889187134500865,3364,1305
701952816642965504,3664,973
701981390485725185,3282,926
702217446468493312,4555,1271
702276748847800320,2349,726
702321140488925184,3133,991
702539513671897089,2753,907
702598099714314240,11662,3237
702671118226825216,2084,530
702684942141153280,3081,1001
702932127499816960,2462,679
703041949650034688,25082,11727
703079050210877440,7037,2908
703268521220972544,1893,513
703356393781329922,1827,364
703382836347330562,3334,1078
703407252292673536,2325,651
703425003149250560,3610,1277
703611486317502464,3667,1442
703631701117943808,2442,631
703769065844768768,3109,1075
703774238772166656,1764,423
704054845121142784,2786,870
704113298707505153,1776,541
704347321748819968,1501,329
704364645503647744,7593,3345
704480331685040129,3241,1015
704499785726889984,2767,945
704761120771465216,6334,2746
704819833553219584,2519,920
704847917308362754,4836,1428
704859558691414016,2149,498
704871453724954624,4073,1058
705066031337840642,2084,573
705102439679201280,2044,488
705223444686888960,2466,752
705239209544720384,2859,710
705428427625635840,3625,1579
705442520700944385,4196,1514
705475953783398401,2831,864
705591895322394625,3013,1080
705786532653883392,1845,487
705898680587526145,2268,520
705970349788291072,3031,839
705975130514706432,2955,686
706166467411222528,4902,1512
706265994973601792,2603,877
706291001778950144,1628,450
706310011488698368,20240,7427
706346369204748288,3280,872
706516534877929472,2973,971
706538006853918722,3319,1353
706593038911545345,2057,598
706644897839910912,2443,1030
706681918348251136,3143,918
706901761596989440,1946,547
707014260413456384,2207,564
707021089608753152,3896,1274
707038192327901184,2086,744
707059547140169728,2473,636
707297311098011648,2658,737
707315916783140866,2357,599
707377100785885184,3102,1017
707387676719185920,3331,1199
707411934438625280,2197,566
707420581654872064,2147,661
707610948723478529,16165,5964
707693576495472641,3226,943
707741517457260545,2370,578
707776935007539200,3125,903
707969809498152960,2560,906
707995814724026368,2978,1061
708026248782585858,4189,1814
708109389455101952,1866,528
708119489313951744,2561,925
708130923141795840,3216,805
708149363256774660,4107,1468
708349470027751425,2248,701
708356463048204288,3405,1250
708469915515297792,2953,765
708479650088034305,2421,643
708711088997666817,2409,672
708738143638450176,2627,770
708810915978854401,15688,6501
708834316713893888,1607,475
708845821941387268,2830,843
709042156699303936,4498,1536
709158332880297985,1943,384
709198395643068416,2340,609
709207347839836162,11875,5423
709225125749587968,2287,539
709409458133323776,2517,643
709449600415961088,2101,540
709519240576036864,1432,225
709556954897764353,3123,1010
709566166965075968,3369,1128
709852847387627521,3333,1134
709901256215666688,636,97
709918798883774466,3332,1023
710117014656950272,5188,1865
710140971284037632,2611,836
710153181850935296,2770,845
710269109699739648,2280,1053
710272297844797440,4299,1184
710283270106132480,2061,494
710588934686908417,4316,1757
710658690886586372,2206,530
710833117892898816,2554,503
710844581445812225,2422,646
710997087345876993,4358,1307
711008018775851008,2850,578
711306686208872448,3144,700
711363825979756544,3443,1069
711652651650457602,3670,855
711694788429553666,31210,17265
711732680602345472,8360,3833
711743778164514816,2708,940
711968124745228288,7651,2172
711998809858043904,0,122
712065007010385924,2140,588
712085617388212225,3116,463
712092745624633345,2802,842
712097430750289920,3593,975
712438159032893441,5052,1475
712668654853337088,3950,1135
712717840512598017,11705,4663
712809025985978368,18120,6323
713175907180089344,4229,1385
713177543487135744,6862,2698
713411074226274305,4225,1228
713761197720473600,4627,1286
713900603437621249,2707,691
713919462244790272,3135,746
714141408463036416,4108,1327
714214115368108032,2175,827
714251586676113411,3117,788
714258258790387713,2894,690
714606013974974464,3464,872
714631576617938945,3115,935
714957620017307648,3947,1325
714982300363173890,3542,973
715009755312439296,3941,1153
715200624753819648,4906,1756
715220193576927233,2301,612
715342466308784130,2895,646
715360349751484417,5205,1473
715680795826982913,4083,1503
715696743237730304,3725,1216
715733265223708672,4443,1593
715928423106027520,3030,829
716080869887381504,6457,1791
716285507865542656,2641,991
716439118184652801,2273,198
716791146589110272,7848,1489
716802964044845056,4083,1095
717009362452090881,3078,903
717047459982213120,5966,1805
717421804990701568,2990,784
717537687239008257,5497,1734
717790033953034240,2714,1025
717841801130979328,2335,562
718234618122661888,3675,935
718246886998687744,1814,460
718454725339934721,4617,1420
718460005985447936,2565,492
718540630683709445,2312,955
718613305783398402,2323,451
718631497683582976,17915,7521
718939241951195136,4977,1642
718971898235854848,3299,1014
719332531645071360,3275,895
719339463458033665,4235,1157
719367763014393856,2666,708
719551379208073216,4794,1785
719704490224398336,4319,1338
719991154352222208,4612,1636
720043174954147842,4698,1887
720059472081784833,3667,1053
720340705894408192,2721,916
720389942216527872,6050,2345
720415127506415616,3937,1413
720775346191278080,2339,611
720785406564900865,2943,724
721001180231503872,2405,577
721503162398597120,4376,1714
722613351520608256,4739,1544
722974582966214656,3892,1474
723179728551723008,5031,1757
723673163800948736,2877,838
723688335806480385,7272,2742
723912936180330496,3704,1160
724004602748780546,3962,1445
724046343203856385,2528,521
724049859469295616,4105,1676
724405726123311104,5024,1569
724771698126512129,2222,593
724983749226668032,3549,1222
725729321944506368,4948,1667
725786712245440512,3969,1291
725842289046749185,6747,2507
726224900189511680,4207,1077
726828223124897792,3397,948
726887082820554753,3648,1422
726935089318363137,6539,2297
727175381690781696,3710,1300
727286334147182592,2914,772
727314416056803329,3172,703
727524757080539137,4245,1140
727644517743104000,5575,1648
727685679342333952,2827,602
728015554473250816,3924,1034
728035342121635841,4315,1569
728046963732717569,4071,1131
728387165835677696,3535,906
728409960103686147,4655,1884
728653952833728512,3146,980
728751179681943552,2626,639
728760639972315136,4427,1603
728986383096946689,2987,767
729113531270991872,1787,300
729463711119904772,5487,2171
729823566028484608,3778,1171
729838605770891264,1643,355
729854734790754305,3835,1050
730196704625098752,4579,1763
730211855403241472,3620,996
730427201120833536,3318,977
730573383004487680,4628,2000
730924654643314689,5849,1868
731156023742988288,3644,1186
731285275100512256,3335,940
732005617171337216,14134,5051
732375214819057664,7702,2356
732585889486888962,3471,736
732726085725589504,3384,831
732732193018155009,2313,502
733109485275860992,50857,16091
733460102733135873,3978,1180
733482008106668032,2967,890
733822306246479872,3504,966
733828123016450049,3405,739
734776360183431168,2390,504
734787690684657664,11932,5950
