tweet_id,favorite_count,retweet_count
734912297295085568,2624,496
735137028879360001,2979,918
735256018284875776,3171,830
735274964362878976,12411,4721
735635087207878657,5859,2215
735648611367784448,3850,1046
735991953473572864,3407,1075
736010884653420544,7497,2790
736225175608430592,7724,2637
736365877722001409,3789,1164
736736130620620800,4033,1618
737310737551491075,13945,6985
737322739594330112,3429,764
737445876994609152,9754,4203
737678689543020544,4785,1243
737800304142471168,9539,3276
737826014890496000,5018,1662
738156290900254721,2377,609
738166403467907072,8325,3137
738184450748633089,4104,1150
738402415918125056,3101,773
738537504001953792,4847,1447
738883359779196928,3136,743
738885046782832640,3590,1080
739238157791694849,110384,54717
739485634323156992,6794,2742
739544079319588864,37557,19994
739606147276148736,5154,1560
739844404073074688,3624,810
739932936087216128,3872,1018
739979191639244800,19046,5570
740214038584557568,6373,1850
740359016048689152,3131,812
740365076218183684,2337,402
740373189193256964,33465,12573
740676976021798912,17330,6447
740699697422163968,2721,738
740711788199743490,3238,896
740995100998766593,6045,2563
741067306818797568,9117,2920
741303864243200000,8380,3031
741438259667034112,3522,773
741743634094141440,7791,2599
741793263812808706,4340,1418
742150209887731712,4867,1459
742161199639494656,4104,1285
742385895052087300,6495,1857
742423170473463808,9399,3536
742465774154047488,6934,3718
742528092657332225,4225,1854
743210557239623680,3670,1287
743222593470234624,5928,1812
743253157753532416,4052,1154
743510151680958465,7602,3525
743545585370791937,3381,891
743595368194129920,17503,6164
743609206067040256,4284,1315
743895849529389061,3496,914
743980027717509120,3995,1040
744234799360020481,149099,73358
744334592493166593,6479,1990
744709971296780288,5370,1487
744971049620602880,7532,2531
744995568523612160,2838,581
745057283344719872,6941,2123
745314880350101504,6832,2592
745422732645535745,8186,2288
745433870967832576,6759,2402
745712589599014916,6706,2197
745789745784041472,3822,1001
746056683365994496,3419,770
746131877086527488,6592,2074
746369468511756288,5948,1543
746507379341139972,4469,1032
746726898085036033,5799,1700
746790600704425984,4667,1520
746818907684614144,5103,1657
746872823977771008,5743,2020
746906459439529985,2787,278
747103485104099331,9148,3756
747204161125646336,3218,865
747219827526344708,5036,1485
747461612269887489,3714,993
747512671126323200,5287,1526
747594051852075008,3525,986
747600769478692864,2243,537
747816857231626240,4633,1106
747844099428986880,2713,707
747885874273214464,2804,917
747933425676525569,6347,2423
747963614829678593,5554,2026
748307329658011649,3542,677
748324050481647620,3545,719
748346686624440324,5009,1167
748568946752774144,2118,639
748575535303884801,5830,1884
748692773788876800,4058,1267
748699167502000129,4553,1508
748705597323898880,2669,909
748932637671223296,5561,2139
748977405889503236,10322,3227
749036806121881602,2973,752
749064354620928000,4612,1456
749317047558017024,5250,2124
749395845976588288,8222,3269
749403093750648834,2508,502
749417653287129088,5872,1557
749774190421639168,4491,1260
749981277374128128,4911,2353
749996283729883136,2930,776
750011400160841729,3104,858
750026558547456000,2613,742
750041628174217216,3050,581
750056684286914561,3045,855
750071704093859840,7487,3147
750086836815486976,2088,508
750101899009982464,2927,801
750117059602808832,4178,1247
750132105863102464,3481,1224
750147208377409536,2998,911
750383411068534784,4375,1085
750429297815552001,12655,4059
750506206503038976,4262,1087
750719632563142656,12650,4766
750868782890057730,4597,1292
751132876104687617,4859,1226
751205363882532864,6069,1723
751251247299190784,12050,5575
751456908746354688,3091,953
751538714308972544,4853,1191
751583847268179968,4222,1045
751598357617971201,7648,2910
751830394383790080,5587,1854
751937170840121344,4979,1245
752173152931807232,5729,1738
752309394570878976,0,15415
752334515931054080,3676,1047
752519690950500352,7076,3272
752660715232722944,4204,1481
752682090207055872,5790,1511
752917284578922496,6690,1487
753026973505581056,3769,909
753294487569522689,3230,990
753375668877008896,7352,2217
753398408988139520,5522,1813
753420520834629632,7573,3376
753655901052166144,5620,2069
754120377874386944,7590,2243
754449512966619136,3606,696
754482103782404096,5083,1861
754747087846248448,2491,496
754856583969079297,6647,2383
754874841593970688,0,7529
755110668769038337,20390,10574
755206590534418437,15812,5085
755955933503782912,7023,2727
756275833623502848,6146,1456
756288534030475264,42435,16887
756303284449767430,3800,1051
756526248105566208,10003,3421
756651752796094464,4854,1236
756939218950160384,6401,1906
756998049151549440,6042,1896
757354760399941633,4348,1350
757393109802180609,5598,1648
757400162377592832,14566,6527
757596066325864448,4186,1003
757597904299253760,0,287
757611664640446465,4406,1042
757725642876129280,4380,1156
757729163776290825,0,7513
757741869644341248,6615,3118
758041019896193024,2602,352
758355060040593408,3254,1009
758405701903519748,5019,1823
758467244762497024,4624,2107
758474966123810816,3664,947
758740312047005698,5534,1546
758828659922702336,10813,3676
758854675097526272,3423,865
759047813560868866,6255,1912
759099523532779520,13998,3955
759159934323924993,0,1108
759197388317847553,5872,1855
759447681597108224,8199,2357
759557299618865152,4520,1143
759793422261743616,5751,1822
759846353224826880,6496,1882
759923798737051648,14154,5362
760190180481531904,5508,1711
760252756032651264,3805,826
760290219849637889,25837,10955
760539183865880579,7306,3465
760641137271070720,4822,1230
760656994973933572,6357,1814
760893934457552897,3689,925
761004547850530816,10962,3332
761227390836215808,5153,1500
761292947749015552,4336,1044
761334018830917632,4998,1391
761371037149827077,0,17265
761599872357261312,3987,1133
761672994376806400,47650,27735
761745352076779520,4137,827
761750502866649088,0,3730
761976711479193600,5221,1903
762035686371364864,30690,14816
762316489655476224,4630,1065
762464539388485633,9951,3980
762471784394268675,10845,6125
762699858130116608,11707,3444
763103485927849985,7121,2201
763183847194451968,5188,1410
763837565564780549,12124,3960
764259802650378240,5812,1438
764857477905154048,6245,1705
765222098633691136,11249,3243
765371061932261376,6855,2077
765395769549590528,25831,3245
765669560888528897,5016,1184
765719909049503744,7001,2071
766008592277377025,3632,477
766069199026450432,4080,812
766078092750233600,0,2507
766313316352462849,6547,1800
766423258543644672,5804,1511
766693177336135680,3890,766
766793450729734144,4877,1306
767122157629476866,9849,2739
767191397493538821,11885,3602
767500508068192258,7269,2241
767754930266464257,15463,5143
767884188863397888,4600,1313
768193404517830656,10522,3380
768473857036525572,13173,3275
768596291618299904,4876,1227
768609597686943744,3976,1140
768855141948723200,4053,854
768970937022709760,13825,6219
769212283578875904,5221,1649
769695466921623552,6225,1612
769940425801170949,30206,9143
770069151037685760,7352,2194
770093767776997377,0,2920
770293558247038976,6018,1405
770414278348247044,6131,2001
770655142660169732,7133,1717
770772759874076672,5031,1360
770787852854652928,4789,1151
771014301343748096,6679,1589
771102124360998913,6035,1376
771136648247640064,8865,2800
771171053431250945,0,7130
771380798096281600,10186,4842
771500966810099713,8015,2503
771770456517009408,11630,3241
772102971039580160,3881,899
772114945936949249,2656,455
772117678702071809,3649,708
772152991789019136,3696,1091
772193107915964416,5834,1330
772581559778025472,6298,1637
772615324260794368,0,3243
772826264096874500,7800,2271
772877495989305348,8299,3706
773191612633579521,9697,3964
773247561583001600,9182,3125
773308824254029826,22637,7180
773547596996571136,21418,5889
773670353721753600,5193,1259
773704687002451968,6415,1549
773922284943896577,6223,1673
773985732834758656,10427,3705
774314403806253056,21119,5280
774639387460112384,6540,1659
774757898236878852,8365,1716
775085132600442880,15076,4520
775364825476165632,7171,2837
775729183532220416,12607,4421
775733305207554048,13471,3848
775842724423557120,11348,2553
775898661951791106,0,16091
776088319444877312,1778,146
776113305656188928,11435,4174
776201521193218049,9293,2417
776218204058357768,28932,15208
776477788987613185,8538,2659
776813020089548800,4742,1151
776819012571455488,0,13130
777189768882946048,13789,4140
777621514455814149,8486,2416
777641927919427584,0,4059
777684233540206592,10926,2813
777885040357281792,6183,1566
778027034220126208,6374,1538
778039087836069888,8242,2545
778286810187399168,10069,3172
778383385161035776,5659,1051
778396591732486144,0,11727
778408200802557953,13233,4141
778624900596654080,4479,972
778650543019483137,5592,1432
778748913645780993,6678,1251
778990705243029504,19366,6899
779056095788752897,14342,4357
779377524342161408,8525,2990
779834332596887552,18326,6751
780192070812196864,8467,2159
780459368902959104,5152,1029
780476555013349377,0,109
780496263422808064,0,3536
780543529827336192,6138,1684
780601303617732608,11772,3227
780800785462489090,5339,1247
780858289093574656,7001,1936
780931614150983680,21069,7004
781163403222056960,9545,2656
781251288990355457,8175,1997
781524693396357120,20212,5348
781661882474196992,10161,2613
781955203444699136,10862,3236
782021823840026624,0,5964
782305867769217024,16193,5338
782598640137187329,7604,1812
782722598790725632,16801,5195
782747134529531904,7277,1362
782969140009107456,23519,7109
783085703974514689,7958,2112
783334639985389568,28341,11257
783347506784731136,0,5343
783391753726550016,16471,5278
783466772167098368,8233,2155
783695101801398276,10201,3100
783821107061198850,7182,1889
783839966405230592,29192,10418
784431430411685888,5592,1231
784517518371221505,8756,2440
784826020293709826,9855,3129
785170936622350336,11712,4671
785264754247995392,7095,1578
785533386513321988,8857,1912
785639753186217984,7686,2172
785872687017132033,6538,1739
785927819176054784,11125,3086
786036967502913536,0,6751
786233965241827333,14867,4551
786363235746385920,10612,3353
786595970293370880,9262,3035
786664955043049472,10326,2450
786709082849828864,17838,5931
786963064373534720,26031,7714
787322443945877504,7613,1682
787397959788929025,10649,2765
787717603741622272,10020,2682
787810552592695296,8414,2950
788039637453406209,5987,1273
788070120937619456,0,3332
788150585577050112,5970,1242
788178268662984705,7079,2037
788412144018661376,15176,5105
788765914992902144,26701,9989
788908386943430656,26802,12097
789137962068021249,9494,2699
789268448748703744,8911,2537
789530877013393408,11458,3261
789599242079838210,6586,1865
789628658055020548,7306,1710
789986466051088384,9059,2236
790277117346975746,12284,3069
790337589677002753,7657,1836
790581949425475584,20183,6897
790698755171364864,8035,1865
790723298204217344,0,2236
790946055508652032,16316,4538
790987426131050500,9592,2071
791026214425268224,0,3960
791312159183634433,8560,2455
791406955684368384,12848,3992
791672322847637504,11496,3036
792050063153438720,6980,1729
792394556390137856,13109,4162
792773781206999040,7201,1637
792883833364439040,11041,4136
792913359805018113,13983,3849
793120401413079041,12364,3799
793135492858580992,6269,2437
793150605191548928,6036,1651
793165685325201412,9174,2706
793180763617361921,6786,1934
793195938047070209,14906,5460
793210959003287553,8719,2711
793226087023144960,9585,2798
793241302385262592,10293,3198
793256262322548741,19539,8094
793271401113350145,8523,2331
793286476301799424,24033,8896
793500921481273345,10444,2305
793601777308463104,7823,1565
793614319594401792,0,3036
793845145112371200,9033,1802
793962221541933056,16431,4727
794205286408003585,9053,3224
794332329137291264,9410,2604
794355576146903043,0,9989
794926597468000259,10002,2240
794983741416415232,0,3261
795076730285391872,15825,5279
795400264262053889,9811,2775
795464331001561088,48320,22810
796031486298386433,10574,3619
796080075804475393,8267,2238
796116448414461957,8893,2331
796149749086875649,31500,13843
796177847564038144,0,13843
796387464403357696,10769,4033
796484825502875648,7394,1704
796759840936919040,11546,2950
796865951799083009,7527,1884
797236660651966464,19500,6388
797545162159308800,14261,4735
797971864723324932,11327,3010
798209839306514432,10202,2487
798340744599797760,0,3241
798628517273620480,0,1919
798644042770751489,0,1796
798665375516884993,0,3798
798673117451325440,0,5411
798694562394996736,0,4817
798697898615730177,0,6323
798925684722855936,7361,1405
798933969379225600,12785,4331
799063482566066176,7912,2408
799297110730567681,9657,2666
799422933579902976,7901,1866
799757965289017345,8210,2087
799774291445383169,0,4520
800018252395122689,27687,12733
800141422401830912,14946,2470
800388270626521089,10920,2723
800443802682937345,0,4174
800459316964663297,9299,2117
800513324630806528,12874,2916
800751577355128832,10360,2712
801115127852503040,7902,2040
801167903437357056,23892,5722
801285448605831168,5914,797
801538201127157760,8052,2014
801958328846974976,7590,1659
802239329049477120,8898,2541
802265048156610565,6795,1340
802323869084381190,15840,5674
802572683846291456,8764,2442
802624713319034886,0,2813
802952499103731712,8841,1937
803276597545603072,9812,2378
803380650405482500,7595,1824
803638050916102144,10706,4023
803692223237865472,0,7200
803773340896923648,9836,2657
804026241225523202,43385,15592
804413760345620481,0,3129
804738756058218496,13375,3711
805207613751304193,7682,1673
805487436403003392,8615,2456
805520635690676224,5626,1608
805826884734976000,6431,1770
805932879469572096,8133,1863
805958939288408065,0,5195
806219024703037440,6323,1164
806242860592926720,0,11257
806542213899489280,9995,2289
806629075125202948,72772,33496
807010152071229440,12840,3757
807059379405148160,0,7109
807106840509214720,115202,53551
807621403335917568,14267,3501
808001312164028416,12249,3437
808106460588765185,8622,2139
808134635716833280,0,5722
808501579447930884,11050,2524
808733504066486276,7712,2093
808838249661788160,9900,2948
809084759137812480,12920,3418
809220051211603969,19438,5417
809448704142938112,6790,1419
809808892968534016,0,4727
809920764300447744,15208,3807
810254108431155201,14353,3263
810284430598270976,34338,10873
810657578271330305,10704,2542
810896069567610880,8799,1695
810984652412424192,5191,1379
811386762094317568,20439,6182
811627233043480576,12425,2967
811744202451197953,7372,1537
811985624773361665,7103,1360
812372279581671427,13327,3535
812466873996607488,7786,1857
812503143955202048,5915,1183
812709060537683968,6474,1396
812781120811126785,7348,1841
813051746834595840,20459,7109
813066809284972545,7751,1892
813081950185472002,9670,2692
813096984823349248,10318,3504
813112105746448384,10068,2652
813127251579564032,11530,3012
813142292504645637,8300,2318
813157409116065792,7581,2127
813172488309972993,9049,1866
813187593374461952,19373,4198
813202720496779264,9018,1762
813217897535406080,18174,7069
813800681631023104,8119,1704
813812741911748608,35577,13488
813910438903693312,9088,1796
813944609378369540,0,3069
814153002265309185,28034,8365
814530161257443328,8423,1794
814638523311648768,11003,2612
814986499976527872,7460,1227
815390420867969024,10094,3679
815639385530101762,8021,1593
815736392542261248,9594,2186
815966073409433600,21786,8145
815990720817401858,4809,983
816014286006976512,0,5051
816091915477250048,8705,2057
816336735214911488,8377,1874
816450570814898180,29554,7749
816697700272001025,9523,2113
816816676327063552,9749,1954
816829038950027264,0,4538
817056546584727552,8371,1583
817120970343411712,11885,2500
817171292965273600,8539,1949
817181837579653120,0,8145
817415592588222464,5450,917
817423860136083457,32823,14097
817536400337801217,11461,2830
817777686764523521,10499,2591
817827839487737858,50086,26062
818145370475810820,11945,2458
818259473185828864,10700,2169
818536468981415936,10550,2354
818588835076603904,0,5889
818614493328580609,9560,2435
818627210458333184,21803,7291
819004803107983360,84947,35701
819006400881917954,44174,18360
819015331746349057,0,18360
819015337530290176,0,35701
819227688460238848,22412,6451
819347104292290561,7029,1165
819588359383371776,9402,1927
819711362133872643,12994,2988
819924195358416896,12581,4693
819952236453363712,5165,1128
820078625395449857,19234,6031
820314633777061888,3261,542
820446719150292993,0,2470
820690176645140481,11903,3104
820749716845686786,30698,9515
821044531881721856,12316,2192
821107785811234820,9320,2049
821149554670182400,8358,1880
821407182352777218,11399,4135
821522889702862852,7800,1675
821765923262631936,8158,1606
821813639212650496,0,3227
821886076407029760,10985,2219
822244816520155136,33974,9507
822462944365645825,27078,13676
822489057087389700,17614,6143
822610361945911296,14370,2827
822647212903690241,0,6143
822859134160621569,12841,2185
822872901745569793,127663,41399
822975315408461824,16841,3311
823269594223824897,0,9507
823322678127919110,15260,3852
823581115634085888,12631,2518
823699002998870016,13565,2417
823939628516474880,10321,2617
824297048279236611,14612,3695
824325613288833024,11479,10187
824663926340194305,10204,1695
824775126675836928,14477,3359
824796380199809024,0,5279
825026590719483904,6069,1197
825147591692263424,17741,4344
825535076884762624,55389,16897
825829644528148480,12375,2408
825876512159186944,10179,1788
826115272272650244,15167,2975
826204788643753985,4735,880
826240494070030336,12880,2504
826476773533745153,17836,4025
826598365270007810,9703,2252
826848821049180160,35044,9713
826958653328592898,20893,4781
827199976799354881,10254,2125
827324948884643840,15346,2900
827600520311402496,7259,896
827653905312006145,15019,2899
827933404142436356,19415,5016
828011680017821696,10042,2067
828046555563323392,11372,2748
828372645993398273,12197,2800
828376505180889089,7159,1025
828381636999917570,12203,2133
828408677031882754,7446,1232
828409743546925057,6166,1111
828650029636317184,9216,1282
828708714936930305,35337,10712
828770345708580865,24779,5599
829011960981237760,51654,15648
829141528400556032,23571,7010
829449946868879360,10140,1924
829501995190984704,30720,10122
829861396166877184,11874,1850
829878982036299777,0,4781
830097400375152640,9426,2802
830583320585068544,64433,15950
830956169170665475,7715,1426
831262627380748289,11499,1957
831309418084069378,11405,2353
831315979191906304,6318,1065
831322785565769729,8990,1489
831552930092285952,8692,2229
831650051525054464,6889,1841
831670449226514432,10082,1738
831911600680497154,26616,6200
831939777352105988,23167,5854
832032802820481025,17250,4444
832040443403784192,0,9143
832215726631055365,0,8896
832273440279240704,10973,2233
832369877331693569,16596,3042
832397543355072512,11567,2111
832636094638288896,15348,2653
832757312314028032,16301,3448
832769181346996225,0,38
832998151111966721,12793,2098
833124694597443584,19541,4620
833479644947025920,14387,1947
833722901757046785,20198,3097
833826103416520705,17529,3585
833863086058651648,12979,2288
834086379323871233,12602,2102
834167344700198914,15270,3488
834209720923721728,19819,4502
834458053273591808,9282,1594
834574053763584002,13163,2388
834786237630337024,20726,5263
834931633769889797,10398,1538
835152434251116546,21576,2853
835172783151792128,25250,5468
835264098648616962,7447,1601
835297930240217089,15891,2835
835574547218894849,17145,3425
836001077879255040,18384,4051
836260088725786625,20549,4110
836380477523124226,14256,2842
836677758902222849,12168,2106
836753516572119041,18640,4396
836989968035819520,12299,2185
837110210464448512,15470,2244
837471256429613056,12331,2139
837482249356513284,3725,423
837820167694528512,32769,7421
838083903487373313,16961,2946
838476387338051585,21599,4496
838561493054533637,10552,1264
838916489579200512,0,32
838921590096166913,10707,1936
839239871831150596,25984,6143
839290600511926273,0,137
839549326359670784,26322,7335
839990271299457024,12893,2141
840268004936019968,18469,5416
840370681858686976,15787,4310
840632337062862849,8656,1663
840696689258311684,11795,914
841077006473256960,21942,5025
841314665196081154,15188,4380
841439858740625411,12089,3440
841680585030541313,24719,7399
841833993020538882,0,14097
842115215311396866,13403,2854
842163532590374912,23401,5463
842535590457499648,17385,3303
842765311967449089,6451,1201
842846295480000512,14651,3432
843235543001513987,20576,5628
843604394117681152,16163,2568
843856843873095681,20547,4328
844223788422217728,13070,2059
844580511645339650,15721,2913
844973813909606400,14346,2969
844979544864018432,13030,2388
845306882940190720,22249,5047
845397057150107648,7290,1672
845677943972139009,24080,4523
845812042753855489,27862,8141
846042936437604353,15245,2676
846153765933735936,30005,8473
846514051647705089,42397,10789
846874817362120707,19136,3673
847116187444137987,20440,2979
847157206088847362,18892,5443
847251039262605312,19522,4055
847606175596138505,17869,3194
847842811428974592,5151,1232
847962785489326080,22371,4751
847971574464610304,0,412
848212111729840128,15496,2816
848324959059550208,23518,4317
848690551926992896,23957,4038
849051919805034497,40167,7892
849336543269576704,10840,1754
849412302885593088,15069,2938
849776966551130114,28768,7064
850019790995546112,19330,4530
850145622816686080,15447,3515
850380195714523136,12423,2419
850753642995093505,29027,8411
851224888060895234,19572,5344
851464819735769094,22931,6538
851591660324737024,15392,3242
851861385021730816,0,19
852189679701164033,10848,1471
852226086759018497,18850,6310
852311364735569921,31215,9187
852553447878664193,15343,3231
852672615818899456,14062,2000
852912242202992640,8488,1663
853299958564483072,14564,3276
853639147608842240,32517,9209
853760880890318849,26835,5309
854010172552949760,15266,2901
854120357044912130,30021,6845
854365224396361728,17692,4302
854482394044301312,27358,6247
854732716440526848,21308,5567
855459453768019968,27845,7533
855851453814013952,43003,16618
856282028240666624,25944,5767
856526610513747968,11111,1715
856543823941562368,15261,2631
857029823797047296,17541,3622
857263160327368704,18699,4107
857393404942143489,5465,1485
857746408056729600,31715,9650
857989990357356544,14910,2337
858107933456039936,14633,2619
858471635011153920,20038,4410
858843525470990336,14493,3130
859074603037188101,31273,12345
859196978902773760,82967,27181
859607811541651456,17274,1400
859851578198683649,14324,3177
859924526012018688,18144,3695
860184849394610176,15391,5278
860276583193509888,17052,3166
860524505164394496,21840,4761
860563773140209665,6909,1917
860924035999428608,0,702
861005113778896900,15409,3437
861288531465048066,15798,3709
861383897657036800,33211,9605
862096992088072192,68195,20692
862457590147678208,18782,4393
862722525377298433,15756,3189
862831371563274240,17645,4600
863062471531167744,7737,2151
863079547188785154,8091,991
863432100342583297,21926,4698
863553081350529029,14018,3749
863907417377173506,18957,3705
864197398364647424,27437,7843
864279568663928832,13418,2678
864873206498414592,29569,7735
865006731092295680,25739,6880
865359393868664832,24257,4439
865718153858494464,23584,5009
866334964761202691,47907,12640
866450705531457537,111873,31292
866686824827068416,17611,3060
867051520902168576,29468,6998
867072653475098625,0,106
867421006826221569,14710,2196
867774946302451713,31060,6458
867900495410671616,22158,3693
868552278524837888,9224,1815
868622495443632128,24296,4647
868880397819494401,59615,12679
869227993411051520,18635,3313
869596645499047938,14590,2727
869702957897576449,25722,5546
869772420881756160,38945,8957
870063196459192321,33270,7302
870308999962521604,19991,3649
870374049280663552,75982,23483
870656317836468226,11184,2276
870804317367881728,30608,5432
871032628920680449,20699,3339
871515927908634625,18370,3042
871762521631449091,18393,3059
871879754684805121,34072,9560
872122724285648897,31099,7090
872486979161796608,37077,7962
872620804844003328,18843,3175
872820683541237760,13412,3253
872967104147763200,24724,4714
873213775632977920,6497,1379
873580283840344065,22008,3433
874012996292530176,30965,8885
874057562936811520,20657,3484
874296783580663808,23643,3607
874680097055178752,25241,4048
875021211251597312,23148,4112
875144289856114688,19879,4268
875747767867523072,22767,3719
876120275196170240,25352,4041
876484053909872640,17010,2061
876838120628539392,18724,2895
877201837425926144,24500,4822
877316821321428993,24838,4511
877556246731214848,20495,3286
877611172832227328,0,70
877736472329191424,71393,16377
878057613040115712,38101,5921
878281511006478336,6990,1109
878776093423087618,17565,3563
879008229531029506,17210,2325
879050749262655488,20370,4082
879376492567855104,15240,2715
879415818425184262,95441,38665
879492040517615616,21256,2737
879862464715927552,20244,3023
880095782870896641,24962,3764
880221127280381952,24327,3595
880465832366813184,25667,5386
880872448815771648,19228,3306
880935762899988482,15455,2417
881268444196462592,21042,4606
881536004380872706,44649,13851
881666595344535552,45777,9241
881906580714921986,22010,2943
882045870035918850,26462,4205
882268110199369728,40347,10011
882627270321602560,25287,5244
882762694511734784,25475,4232
882992080364220416,21557,3341
883117836046086144,33460,5722
883360690899218434,20470,3183
883482846933004288,41331,8545
883838122936631299,19716,2962
884162670584377345,18421,2582
884441805382717440,24500,4934
884562892145688576,21919,4050
884876753390489601,25082,4820
884925521741709313,69293,15557
885167619883638784,19739,3779
885311592912609280,0,15950
885528943205470208,32444,5524
885984800019947520,29384,5802
886258384151887873,25239,5462
886366144734445568,19060,2723
886680336477933568,20286,3865
886736880519319552,10776,2735
886983233522544640,31284,6583
887101392804085760,27664,5154
887343217045368832,30362,9111
887473957103951883,61893,15522
887517139158093824,41812,10166
887705289381826560,27333,4672
888078434458587136,19670,3001
888554962724278272,17791,2975
888804989199671297,23075,3662
888917238123831296,26291,3875
889278841981685760,22717,4601
889531135344209921,13689,1946
889638837579907072,24319,3859
889665388333682689,43239,8628
889880896479866881,25230,4308
890006608113172480,27737,6341
890240255349198849,28710,6301
890609185150312448,25197,3733
890729181411237888,58484,16324
890971913173991426,10657,1734
891087950875897856,18293,2688
891327558926688256,36273,8019
891689557279858688,37996,7465
891815181378084864,22641,3584
892177421306343426,30088,5434
892420643555336193,34718,7260
